"('word_freq_make',)","('word_freq_address',)","('word_freq_all',)","('word_freq_our',)","('word_freq_over',)","('word_freq_remove',)","('word_freq_internet',)","('word_freq_order',)","('word_freq_mail',)","('word_freq_receive',)","('word_freq_will',)","('word_freq_people',)","('word_freq_free',)","('word_freq_business',)","('word_freq_email',)","('word_freq_you',)","('word_freq_credit',)","('word_freq_your',)","('word_freq_000',)","('word_freq_money',)","('word_freq_hp',)","('word_freq_hpl',)","('word_freq_george',)","('word_freq_650',)","('word_freq_labs',)","('word_freq_data',)","('word_freq_85',)","('word_freq_technology',)","('word_freq_1999',)","('word_freq_direct',)","('word_freq_re',)","('word_freq_edu',)","('char_freq_;',)","('char_freq_(',)","('char_freq_[',)","('char_freq_!',)","('char_freq_$',)","('char_freq_#',)","('crla_scale',)","('crll_scale',)","('crlt_scale',)",label
0,0,0.039215686,0,0,0,0,0.038022814,0.022552255,0,0,0,0,0,0,0.077333333,0,0.0180018,0,0,0,0.012004802,0.0060006,0,0,0,0,0,0,0,0,0,0,0.033736669,0,0.003356118,0,0.018407383,0.000169768,0.001001201,0.007133838,-1
0,0,0.1,0.051,0,0,0.04590459,0,0,0,0.105480869,0,0,0,0.056105611,0.136533333,0,0.230423042,0.280733945,0,0,0,0,0,0,0,0,0,0,0.107142857,0.023809524,0,0,0.01938064,0,0.002894267,0.078793936,0,0.00366591,0.005907089,0.008207071,1
0.024229075,0,0.021568627,0.011,0.018707483,0,0,0.19581749,0,0,0.03516029,0,0,0,0,0.024,0,0.01980198,0,0,0.027364378,0.040816327,0.00330033,0,0,0.01870187,0,0,0.031930334,0,0,0,0.017787913,0.017534865,0.007596177,0,0.005164085,0,0.002185202,0.004004806,0.033712121,-1
0.085903084,0.027310924,0,0.039,0,0,0,0,0.021452145,0,0.123061013,0,0,0,0,0.063466667,0,0,0,0,0.132981277,0.118847539,0.03570357,0.130913091,0.066326531,0,0.0595,0.050715215,0.056603774,0.081932773,0.018207283,0,0.028506271,0.038658737,0.107571674,0,0,0,0.001123922,0.001201442,0.008838384,-1
0,0,0.062745098,0.065,0.110544218,0.044016506,0.02880288,0,0,0,0.033092037,0.057657658,0.016,0.044817927,0,0.1216,0,0.292529253,0,0.0256,0,0,0,0,0,0,0,0,0,0,0.014939309,0,0,0.010869565,0,0,0.026486757,0,0.000448479,0.000901081,0.008712121,1
0.030837004,0.019607843,0.164705882,0.014,0.023809524,0,0.075607561,0.079847909,0.00770077,0,0.057911065,0.05045045,0.007,0.019607843,0.03080308,0.231466667,0.00770077,0.189018902,0.025688073,0.0224,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0.002563577,0,0.011731018,0.008329169,0,0.001200182,0.001401682,0.013573232,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0875,0,0.192519252,0.280533333,0,0.157515752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007328037,0,0,0.003064004,0.005406488,0.004356061,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221866667,0,0,0,0,0,0,0,0,0,0,0,0,0.200290276,0,0,0.062585034,0,0,0,0.006404335,0,0,0.001502497,0.001401682,0.00479798,-1
0,0,0.080392157,0.082,0.103741497,0.027510316,0,0.038022814,0.033553355,0.157088123,0.127197518,0.036036036,0.0305,0,0,0.154133333,0.169966997,0.110711071,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.022348917,0.006665299,0,0.0251247,0.010827919,0,0.002465729,0.004405286,0.018939394,1
0.237885463,0,0.211764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050420168,0,0,0,0,0,0,0,0.000474807,0.000400481,0.001957071,-1
0,0.096638655,0.270588235,0,0,0,0,0,0.075907591,0,0,0,0,0,0,0.5184,0,0.124212421,0,0,0,0,0,0,0,0,0,0,0,0,0.06442577,0,0,0,0,0,0,0,0.000955061,0.002002403,0.00239899,-1
0,0,0.21372549,0,0,0,0,0,0.059955996,0,0.22647363,0,0,0,0,0,0,0,0,0,0.052328373,0.06542617,0,0.240924092,0,0,0,0.141742523,0,0,0,0,0,0.033326497,0,0,0,0,0.003255561,0.005006007,0.008333333,-1
0.262114537,0,0.115686275,0,0,0,0,0,0,0,0.123061013,0,0,0,0,0.1584,0,0.107110711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003140587,0,0,0.000472084,0.000600721,0.002335859,-1
0.019823789,0.034313725,0.115686275,0.029,0.032312925,0,0,0.017110266,0.021452145,0,0.163391934,0.034234234,0,0.012605042,0,0.200533333,0.004950495,0.098109811,0,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0.174458381,0.003794094,0,0.179536917,0.218057638,0,0.004539265,0.005306368,0.047664141,1
0,0,0,0,0,0,0,0,0.055005501,0,0,0,0,0,0,0.106666667,0,0,0,0,0,0,0,0,0,0,0,0,0.145137881,0,0,0.22675737,0,0,0,0,0,0,0.001282796,0.001401682,0.004356061,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092409241,0,0,0.228622862,0,0,0.081132981,0.050420168,0.050705071,0.185918592,0.142857143,0,0.042,0,0,0,0.039215686,0,0,0,0,0,0,0,0.000705402,0.001001201,0.003977273,-1
0.022026432,0,0.019607843,0,0,0,0,0.174904943,0,0,0.041365047,0,0,0.014005602,0,0.021333333,0,0.0180018,0,0,0.024483917,0.036614646,0.0030003,0,0,0.01650165,0,0,0.014513788,0,0,0,0.003192702,0.015791632,0.006861063,0,0.004664334,0,0.001620517,0.003103724,0.031944444,-1
0,0.004901961,0.029411765,0.012,0.003401361,0,0.00180018,0,0.00660066,0,0.031023785,0.021621622,0.001,0.023809524,0.01320132,0.011733333,0.00110011,0.01080108,0,0,0,0,0,0,0,0.118811881,0,0.019505852,0.098693759,0.004201681,0,0.014965986,0.008437856,0.02307219,0.001715266,0.000461851,0.006829918,0.000151294,0.001087608,0.002402883,0.155113636,-1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480076812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302315,0.00010012,0.000189394,-1
0,0.036414566,0.205882353,0.263,0.088435374,0.144429161,0,0,0,0.199233716,0.108583247,0,0.0525,0.147058824,0.115511551,0.224533333,0,0.141314131,0.095412844,0,0,0,0,0,0,0.02860286,0,0,0,0,0,0,0,0,0.022298456,0.039288134,0.12143928,0.004589238,0.001871993,0.001802163,0.006123737,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060463,0.00020024,0.000568182,-1
0.198237885,0,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0.099009901,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042016807,0,0,0,0,0,0,0,0.000660009,0.000400481,0.001136364,-1
0.167400881,0,0,0,0.129251701,0,0,0,0,0,0,0,0,0,0,0.163733333,0,0.276327633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025943396,0,0.007789889,0,0,0.001064004,0.000800961,0.003914141,-1
0.017621145,0,0.015686275,0.016,0,0,0,0,0,0,0.023784902,0,0.004,0.032212885,0,0.021333333,0.00880088,0.02070207,0,0,0,0,0,0,0,0,0,0,0.01161103,0,0,0,0,0.02337982,0,0.01250077,0.006330168,0,0.001644122,0.00660793,0.079103535,1
0,0,0,0,0,0,0,0,0,0,0,0,0.3845,0,0,0.410133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000315657,-1
0.323788546,0.102941176,0,0,0,0,0,0,0.080858086,0,0,0,0,0,0,0.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001262823,0.002002403,0.003409091,-1
0,0,0.11372549,0,0.098639456,0,0,0,0,0,0,0,0,0,0,0.093866667,0,0.105310531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011074651,0.026464102,0.013301312,0,0,0,0,0.002146465,-1
0.017621145,0.005602241,0.149019608,0.085,0.173469388,0.034387895,0.01530153,0.1121673,0.00440044,0.0651341,0.061013444,0.030630631,0.0125,0.011204482,0.102310231,0.085866667,0.009350935,0.03780378,0.155963303,0.0064,0,0,0,0,0,0,0,0,0,0.016806723,0.003734827,0.003628118,0,0.006665299,0,0.0124084,0.019490255,0.000655605,0.005886518,0.066880256,0.088762626,1
0.160792952,0,0.070588235,0.036,0.06122449,0.15130674,0,0,0,0,0.037228542,0,0.018,0.257703081,0.080308031,0.1376,0,0.099009901,0.066055046,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019073011,0,0.013393682,0.010328169,0,0.003096686,0.018922707,0.018876263,1
0,0,0.064705882,0.008,0,0,0.01440144,0,0,0,0.103412616,0.014414414,0,0.035014006,0,0.008533333,0,0,0,0,0.128660586,0,0,0,0,0.00440044,0,0.010403121,0.01161103,0,0.007469655,0,0.030558723,0.009126333,0,0,0,0,0.001300045,0.002302763,0.03510101,-1
0.114537445,0.029411765,0.068627451,0.014,0.005102041,0.004126547,0.0090009,0.106463878,0.0440044,0.107279693,0.072388831,0.100900901,0.012,0.06302521,0,0.1696,0,0.132313231,0.069724771,0.0504,0,0,0,0,0,0,0,0,0,0,0.003267974,0,0,0.00769073,0,0.013917113,0.087956022,0.005850018,0.004677258,0.025931117,0.137815657,1
0,0.069327731,0,0.049,0,0,0.04410441,0,0,0,0.050672182,0,0,0,0.217821782,0.1584,0,0.133213321,0,0,0,0,0,0,0,0,0,0.063719116,0,0,0,0,0,0,0,0.002493996,0,0,0.000315933,0.00030036,0.003598485,-1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726282,0.000400481,0.000505051,-1
0,0,0,0,0,0,0,0,0.034653465,0,0.065149948,0,0,0,0,0,0,0.056705671,0,0,0.12193951,0.114645858,0.057305731,0.069306931,0.107142857,0,0.0315,0.081924577,0.091436865,0.132352941,0.029411765,0,0,0.028609516,0.022788532,0,0,0,0.000890604,0.001101322,0.006565657,-1
0,0,0,0,0,0,0,0,0,0,0.139607032,0,0,0,0,0.144,0,0.121512151,0,0,0,0.081032413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000798911,0.000400481,0.00290404,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179271709,0,0,0.073728466,0,0,0,0,0.000518384,0.00020024,0.000631313,-1
0,0,0,0,0,0,0.108910891,0,0,0.463601533,0,0,0.3045,0,0,0.064533333,0,0.108910891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01253156,0,0,0.002227871,0.003103724,0.004734848,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094933333,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0.007389618,0,0,0.001664094,0.001101322,0.004229798,-1
0,0,0.2,0.051,0,0,0,0,0,0,0,0,0.0255,0,0,0.0816,0,0.137713771,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0.009228876,0,0.01668822,0,0,0.000882433,0.001802163,0.00915404,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012100499,0,0,0.00068089,0.000600721,0.001704545,-1
0.167400881,0.026610644,0,0.038,0.06462585,0,0,0,0.02090209,0,0.158221303,0,0,0,0,0.1024,0,0.276327633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01271534,0,0.003817969,0,0.003126734,0.080708125,0.073488186,0.056691919,1
0.037444934,0,0.033333333,0.017,0,0,0,0,0,0,0.036194416,0.093693694,0.004,0.072829132,0,0.215466667,0,0.237623762,0,0,0,0,0,0,0,0,0,0,0.02467344,0,0,0,0.161687571,0.010767022,0,0,0,0,0.000943259,0.001702042,0.026073232,1
0,0,0.129411765,0,0,0,0,0,0,0,0,0,0,0,0,0.141866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030812325,0,0,0.023687449,0,0.007112507,0,0,0.000690876,0.001601922,0.002272727,-1
0.162995595,0.051820728,0.145098039,0,0,0.050894085,0,0.070342205,0.061606161,0.429118774,0.11582213,0,0,0,0.081408141,0.159466667,0,0.201620162,0,0.0296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014947317,0.001878194,0.020323172,0,0.003383568,0.005606728,0.013068182,1
0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0.04730473,0.1168,0,0.078307831,0,0,0,0,0,0,0,0,0,0,0,0,0.040616246,0.019501134,0,0.008100902,0,0,0,0,0.000265093,0.000400481,0.003282828,-1
0,0,0.247058824,0,0,0,0,0,0,0,0.261633919,0,0,0,0,0.134933333,0,0.455445545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002398547,0.000700841,0.003156566,1
0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0.0656,0,0,0,0,0,0,0.03690369,0,0,0,0,0,0,0,0.057422969,0,0,0.047990156,0,0,0,0,5.27E-05,0.00010012,0.001073232,-1
0,0,0.190196078,0,0,0,0,0,0.053355336,0,0,0,0,0,0,0.1552,0,0.087308731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000648207,0.000500601,0.000694444,-1
0,0,0,0,0,0,0,0,0.203520352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059521095,0,0,0.024170208,0,0,0.003025874,0.001201442,0.004861111,1
0,0,0,0,0,0,0,0,0,0,0.10237849,0,0.0495,0,0,0.1584,0,0.178217822,0,0,0.047527604,0.05942377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008066999,0,0,0.000512937,0.001301562,0.002209596,-1
0.09030837,0,0,0,0.139455782,0,0,0,0,0,0.127197518,0,0,0,0,0,0,0,0,0,0.158425348,0,0,0,0.280612245,0,0,0.10663199,0,0,0,0,0,0.020303527,0,0,0,0,0.000516568,0.000600721,0.007070707,-1
0,0,0,0,0,0,0,0,0,0,0,0.227027027,0,0,0,0.134933333,0,0.113411341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0,0,0,0,0,0,0.003043123,0.004605527,0.004608586,-1
0,0,0,0,0,0,0,0,0,0,0.014477766,0,0,0,0,0,0,0.01260126,0,0,0.247719635,0,0,0,0.074829932,0.00770077,0,0,0.213352685,0,0.013538749,0,0.042417332,0.055168171,0.03038471,0,0,0,0.003135724,0.005406488,0.058712121,-1
0.024229075,0.007703081,0.092156863,0,0.018707483,0.031636864,0,0.066539924,0.019251925,0.042145594,0.097207859,0.01981982,0.0055,0,0,0.200533333,0,0.116111611,0,0,0,0,0,0,0,0,0,0,0,0,0.010737628,0,0,0.023892535,0,0.008836751,0.017824421,0.001765092,0.002214253,0.006307569,0.032070707,1
0.037444934,0,0.015686275,0.043,0.013605442,0.011004127,0.03870387,0.015209125,0.00440044,0,0.06204757,0.030630631,0,0.023809524,0.00880088,0.064,0,0.282628263,0.062385321,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008716161,0.006861063,0.002832687,0.002332167,0,0.002868815,0.004705647,0.071906566,1
0,0,0,0,0,0,0,0,0,0,0.172699069,0,0,0.057422969,0,0.044266667,0,0,0,0,0.060009602,0,0,0,0,0,0,0,0,0,0,0,0,0.014253486,0,0,0.011494253,0,0.000729914,0.000500601,0.004608586,-1
0,0,0.188235294,0,0,0,0,0,0,0,0.049638056,0,0.048,0,0.052805281,0.3088,0,0.173717372,0,0,0,0,0,0,0,0,0,0,0,0,0.022408964,0,0,0.008818704,0,0.008005419,0.01432617,0,0.000106219,0.00030036,0.002335859,1
0,0.030812325,0.174509804,0.044,0,0,0,0,0,0,0.045501551,0,0.022,0,0.097909791,0.119466667,0,0.120612061,0,0,0,0,0,0,0,0,0,0,0,0,0.02054155,0,0,0.007485644,0,0.024847589,0,0,0.002586473,0.012014417,0.017676768,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392739274,0,0,0,0,0,0.342774844,0.214285714,0,0.392739274,0.607142857,0,0.1785,0.464239272,0,0,0,0,0,0.024507793,0,0.007358828,0,0,0.000623695,0.000901081,0.001641414,-1
0,0,0,0.14,0,0,0,0,0,0,0.290589452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007358828,0,0,0.000837948,0.000600721,0.003093434,-1
0.211453744,0,0.094117647,0,0.163265306,0,0,0.091254753,0,0.183908046,0,0,0.024,0.067226891,0.265126513,0,0,0.086408641,0,0.0384,0,0,0,0,0,0.02640264,0,0,0,0,0,0.021768707,0,0.08388023,0,0.005388263,0.077794436,0.005850018,0.007771221,0.025830997,0.04520202,1
0,0,0,0.043,0.073129252,0.05914718,0,0,0.023652365,0,0.044467425,0,0,0,0,0.0464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002001355,0,0.052801452,0.007507036,0.008810573,0.030366162,1
0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018607443,0,0,0,0.069306931,0,0,0,0,0.014472456,0,0,0.01435603,0,0,0,0,0.000537449,0.000600721,0.008080808,-1
0,0,0.256862745,0,0,0,0,0,0,0,0.135470527,0,0,0,0,0.069866667,0,0.473447345,0,0.1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035315675,0,0.003466182,0.002402883,0.003282828,1
0,0.039215686,0.109803922,0.227,0,0.077028886,0,0,0,0,0.057911065,0.100900901,0.028,0.476190476,0,0.211733333,0,0.153015302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026866284,0,0.034946733,0.058137598,0,0.003726736,0.0139167,0.012184343,1
0,0,0,0.076,0.042517007,0,0.114311431,0,0,0,0.078593588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127099,0.000400481,0.004040404,-1
0.103524229,0,0.233333333,0.023,0.039115646,0,0,0,0.025852585,0,0.147880041,0,0.0355,0.200280112,0,0.280533333,0,0.236723672,0.130275229,0.0184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018252666,0,0.012377609,0.066966517,0.004488376,0.00424966,0.004805767,0.024684343,1
0,0.029411765,0.082352941,0,0,0,0,0,0,0,0.086866598,0,0,0,0.092409241,0.157333333,0,0.227722772,0.15412844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769073,0,0.018474044,0.049975012,0,0.002741716,0.008109732,0.012373737,1
0,0,0.064705882,0.033,0,0,0,0,0,0,0.034126163,0,0,0,0,0.053866667,0,0.060306031,0,0,0.06481037,0.06062425,0.02010201,0.03630363,0.056122449,0.018151815,0.0165,0.042912874,0.047895501,0.069327731,0.06302521,0,0,0.017945037,0.014212203,0,0,0,0.000969587,0.001101322,0.007512626,-1
0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0.075357536,0,0,0,0,0.015873016,0,0,0.014663659,0,0,0,0,0.000711757,0.001702042,0.008838384,-1
0.085903084,0,0.037254902,0,0,0,0,0,0.010451045,0.072796935,0.20475698,0,0,0,0.02090209,0.010133333,0,0.01710171,0,0,0.075852136,0.071428571,0,0.02090209,0.066326531,0.032453245,0.0195,0.050715215,0.172714078,0,0,0,0.063854048,0.01435603,0.006861063,0.003448488,0,0,0.000999546,0.001601922,0.019570707,-1
0,0,0,0,0,0,0,0,0,0,0,0,0.0645,0,0,0.207466667,0,0.350135014,0,0,0,0,0,0,0,0,0,0,0,0,0.06022409,0,0,0,0,0.007266457,0,0,0.005611439,0.004004806,0.004924242,1
0,0,0,0.109,0,0,0.04860486,0,0,0.206896552,0.168562565,0,0,0.037815126,0.059405941,0.116266667,0,0.04860486,0,0,0,0,0,0,0,0,0,0.035110533,0,0,0,0,0,0.021328958,0,0.005111152,0.01382642,0,0.002288697,0.011313576,0.015277778,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244224422,0.2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103641457,0.100680272,0,0,0,0,0,0,0.00068089,0.000400481,0.000820707,-1
0.017621145,0,0.015686275,0,0.013605442,0,0.04410441,0,0,0.030651341,0.153050672,0.014414414,0,0.011204482,0,0,0,0,0,0,0.158425348,0,0,0,0,0,0,0.053315995,0.01161103,0,0,0,0.022348917,0.015689089,0,0,0.005330668,0,0.001201997,0.001702042,0.04469697,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225022502,0,0,0,0,0,0,0,0,0,0,0,0,0.116713352,0,0,0.047682527,0,0,0,0,0,0,0.000252525,-1
0,0,0,0,0,0,0,0,0,0,0.059979317,0,0.029,0,0,0.154666667,0,0.052205221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026303855,0,0.018970468,0,0,0,0.004639669,0.001332728,0.001001201,0.004924242,-1
